# RA, Dec, R, G, B, relative apparent brightness, Vmag, BV, parallax
222.67636006, 74.15550491, 0.9999999999999998, 0.6966602535417188, 0.3928543089590433, 37.32501577957206, 2.07, 1.465, 25.79
222.71963807, -16.04177818, 0.7182180869158888, 0.7721542392738827, 1.0, 19.952623149688797, 2.75, 0.147, 42.25
224.63302849, -43.13396008, 0.55, 0.647, 1.0, 21.28139045982711, 2.68, -0.184, 6.23
224.79035436, -42.10419383, 0.55, 0.647, 1.0, 14.060475241299143, 3.13, -0.208, 6.05
225.48650975, 40.39056569, 0.9999999999987349, 0.8220462950563467, 0.6363297743586196, 10.092528860766844, 3.49, 0.956, 14.91
226.0175648, -25.28196464, 0.9999999999999998, 0.6520796060483063, 0.3227454420589637, 12.589254117941675, 3.25, 1.674, 11.17
226.27952355, -47.05124517, 0.55, 0.647, 1.0, 6.854882264526615, 3.91, -0.144, 6.56
227.98364862, -48.73781871, 0.6043387462348186, 0.688347638939053, 1.0, 7.046930689671471, 3.88, -0.029, 17.89
228.071229, -52.09924722, 1.0, 0.8323410046611588, 0.6596213324089542, 10.864256236170656, 3.41, 0.918, 28.06
228.87567917, 33.31483347, 0.9999999999989746, 0.8208151686183861, 0.6333233282646571, 10.375284158180126, 3.46, 0.961, 27.94
229.25172845, -9.3829174, 0.5801636661858295, 0.6697002762722657, 0.9999999999999999, 22.698648518838223, 2.61, -0.071, 20.38
229.72742565, -68.67954501, 0.6304949110505851, 0.7077160029521486, 0.9999999999999887, 17.864875748520507, 2.87, 0.014, 17.85
230.18214784, 71.83401605, 0.6586902430235722, 0.7286658653875624, 0.9999999999996804, 15.848931924611133, 3.0, 0.058, 6.79
230.34300711, -40.64751791, 0.55, 0.647, 1.0, 12.941958414499856, 3.22, -0.227, 6.39
230.45154169, -36.26137639, 0.9999999999999999, 0.681516994773319, 0.36830141682365575, 9.375620069258805, 3.57, 1.534, 9.99
230.67029542, -44.68962207, 0.55, 0.647, 1.0, 11.271974561755105, 3.37, -0.191, 6.47
231.23239471, 58.96606559, 1.0, 0.7672261949525012, 0.5211751244903745, 12.133888504649775, 3.29, 1.166, 31.92
231.95721171, 29.10570271, 0.8504524401577425, 0.8629883371105416, 1.0, 8.629785477669701, 3.66, 0.319, 28.6
233.67195048, 26.71469302, 0.6421042363418706, 0.7165926536361529, 1.0, 32.50872973854344, 2.22, 0.032, 43.65
233.70061304, 10.53886686, 0.808409982973094, 0.8351836983800754, 1.0, 7.58577575029184, 3.8, 0.268, 15.54
233.78519974, -41.166757, 0.55, 0.647, 1.0, 19.054607179632473, 2.8, -0.216, 5.75
233.88157906, -14.78953681, 1.0, 0.8089970051039489, 0.6054616997936829, 6.854882264526615, 3.91, 1.007, 21.42
234.25604093, -28.13507945, 1.0, 0.7201740857125136, 0.43281338726790847, 9.120108393559097, 3.6, 1.361, 16.76
234.66403964, -29.77775386, 0.55, 0.647, 1.0, 8.629785477669701, 3.66, -0.177, 7.33
235.68568764, 26.29563742, 0.6344430929182913, 0.7105134691832684, 0.9999999999999756, 7.516228940182055, 3.81, 0.02, 22.48
236.06697851, 6.42562699, 1.0, 0.7669869256790912, 0.520668079491845, 22.284351492703042, 2.63, 1.167, 44.54
236.54690158, 15.42182561, 0.668049527688651, 0.7360804203405079, 1.0, 8.709635899560807, 3.65, 0.073, 21.31
237.40503496, -3.43020774, 0.6000975274451993, 0.6850747188083944, 1.0, 9.638290236239705, 3.54, -0.036, 20.94
237.70402545, 4.47773018, 0.7182180869158888, 0.7721542392738827, 1.0, 8.241381150130023, 3.71, 0.147, 46.39
237.73974002, -33.62716543, 0.5950084208979779, 0.6812206161803117, 0.9999999999999998, 6.486344335482383, 3.97, -0.045, 15.86
238.78567608, -63.43072662, 0.8472201913072948, 0.8608154174144188, 1.0, 18.535316234148116, 2.83, 0.315, 81.24
239.11326153, 15.66161688, 0.9924513238685677, 0.9557757204170436, 0.9995530958504727, 7.244359600749901, 3.85, 0.478, 89.92
239.22115205, -29.21407322, 0.55, 0.647, 1.0, 7.11213513653329, 3.87, -0.199, 7.97
239.71297035, -26.11410529, 0.55, 0.647, 1.0, 17.538805018417612, 2.89, -0.18, 7.1
240.03053401, -38.39670656, 0.55, 0.647, 1.0, 10.76465213629835, 3.42, -0.206, 6.61
240.08335942, -22.62170993, 0.554785417775994, 0.6503304671892403, 1.0, 30.47894989627983, 2.29, -0.117, 8.12
241.35929462, -19.80545336, 0.5834057768491326, 0.6725089584238323, 0.9999999999999999, 23.76840286624876, 2.56, -0.065, 6.15
241.70177456, -20.66919247, 0.5944519274979687, 0.6808061698002263, 0.9999999999999997, 6.729766562843177, 3.93, -0.046, 7.7
242.99889379, -19.46070821, 0.6698879436733564, 0.7376771349938129, 1.0, 6.309573444801933, 4.0, 0.076, 7.47
243.58641439, -3.69432297, 0.9999999999999999, 0.6707168567384352, 0.3513912747738805, 20.32357010936222, 2.73, 1.584, 19.16
243.85946153, -63.68568176, 1.0, 0.7824802395906391, 0.5519552799943592, 7.177942912713619, 3.86, 1.105, 5.25
244.58037087, -4.69251067, 0.9999999999993068, 0.819588268353028, 0.6303149983572158, 12.823305826560219, 3.23, 0.966, 30.34
244.93515331, 46.31336639, 0.55, 0.647, 1.0, 6.854882264526615, 3.91, -0.151, 10.37
245.29715015, -25.59279641, 0.8339886217195831, 0.8520939876273559, 0.9999998224845289, 17.378008287493753, 2.9, 0.299, 4.44
245.48005997, 19.15313028, 0.8339886217195831, 0.8520939876273559, 0.9999998224845289, 8.01678063387679, 3.74, 0.299, 16.69
245.9978587, 61.51421312, 1.0, 0.8347018908989363, 0.6646955803409472, 20.32357010936222, 2.73, 0.91, 37.18
247.35192046, -26.43200249, 1.0, 0.6136499284384839, 0.26968652096298773, 94.62371613657925, 1.06, 1.865, 5.4
247.55499986, 21.48961328, 0.9999999999987633, 0.8243015294772443, 0.6417527049591496, 19.408858775927783, 2.78, 0.947, 22.07
247.7284288, 1.98392313, 0.6357519646722599, 0.7114792870656061, 0.9999999999999766, 7.447319739059893, 3.82, 0.022, 19.63
248.3628478, -78.89714775, 1.0, 0.8308761473830506, 0.6564829845358426, 7.177942912713619, 3.86, 0.923, 20.44
248.97064054, -28.21601625, 0.55, 0.647, 1.0, 18.706821403658008, 2.82, -0.206, 7.59
249.28974079, -10.56708997, 0.6458088925009035, 0.7197323962822701, 1.0, 24.210290467361776, 2.54, 0.038, 7.12
250.32150123, 31.60272561, 1.0, 0.9093195614499064, 0.8531096259595149, 18.879913490962934, 2.81, 0.65, 92.63
250.72402184, 38.92225448, 1.0, 0.832930525855621, 0.6608837497469099, 10.18591388054117, 3.48, 0.916, 29.11
252.16622864, -69.02771504, 1.0, 0.7005508945382202, 0.39925883046592975, 43.251383103500864, 1.91, 1.447, 7.85
252.4464847, -59.04137792, 0.9999999999999996, 0.6753874739272697, 0.35860420205584814, 7.7983011052325875, 3.77, 1.562, 10.41
252.54088739, -34.29323171, 0.9999999999999969, 0.7725764063540435, 0.5322759803569792, 30.47894989627983, 2.29, 1.144, 49.85
252.96763467, -38.04737967, 0.55, 0.647, 1.0, 15.848931924611133, 3.0, -0.2, 3.97
253.08393309, -38.01753566, 0.55, 0.647, 1.0, 9.462371613657929, 3.56, -0.21, 6.31
253.64585529, -42.36131277, 1.0, 0.7126211312793033, 0.4196577405558387, 8.953647655495937, 3.62, 1.393, 21.67
254.41707231, 9.37503268, 1.0, 0.7686670644665649, 0.5242161115912228, 13.304544179780914, 3.19, 1.16, 37.99
254.65504861, -55.99014085, 0.9999999999999999, 0.6775566192084905, 0.3620079558629339, 14.190575216890918, 3.12, 1.552, 5.68
255.07239072, 30.92640462, 0.6109984885439792, 0.6935840083766998, 0.9999999999999991, 6.792036326171846, 3.92, -0.018, 20.04
257.19664842, 65.71468331, 0.5528958079557048, 0.6489892584620777, 1.0, 13.551894123510364, 3.17, -0.12, 9.6
257.59453052, -15.72491023, 0.6593388788329291, 0.7290999849567672, 0.9999999999997097, 26.791683248190314, 2.43, 0.059, 38.77
258.03830643, -43.23918896, 0.9576156968781572, 0.933546143192238, 0.9998877500349783, 11.803206356517299, 3.32, 0.441, 45.56
258.66191003, 14.39033281, 1.0, 0.7677054027553046, 0.5221891775151676, 19.408858775927783, 2.78, 1.164, 8.53
258.75796073, 24.83920414, 0.6723801846903967, 0.7397485585951538, 1.0, 14.190575216890918, 3.12, 0.08, 41.55
258.76180979, 36.80916183, 0.9999999999999999, 0.702728785025401, 0.4028760044934769, 13.677288255958487, 3.16, 1.437, 8.89
260.50241, -24.99954543, 0.55, 0.647, 1.0, 12.359474334445107, 3.27, -0.186, 5.79
261.32495294, -55.52988403, 1.0, 0.693635455268677, 0.38791287899738386, 18.365383433483466, 2.84, 1.479, 5.41
261.34857936, -56.37772676, 0.55, 0.647, 1.0, 11.91242008027375, 3.31, -0.15, 2.87
262.60817511, 52.30138713, 0.9999999999986806, 0.8225419099662602, 0.6375329402789359, 19.230917289101587, 2.79, 0.954, 9.02
262.69098221, -37.29581099, 0.55, 0.647, 1.0, 20.892961308540386, 2.7, -0.179, 6.29
262.77463763, -60.68384819, 0.5617474038568959, 0.6559819426367238, 1.0, 9.120108393559097, 3.6, -0.104, 17.42
262.96038867, -49.8761448, 0.55, 0.647, 1.0, 18.365383433483466, 2.84, -0.136, 13.46
263.40216661, -37.10382115, 0.55, 0.647, 1.0, 56.49369748123026, 1.62, -0.231, 4.64
263.73362733, 12.56003477, 0.7238766997211756, 0.7761236131605581, 1.0, 36.982817978026624, 2.08, 0.155, 69.84
264.32971086, -42.99782386, 0.9256083200791011, 0.9125803537285082, 0.9999875810202221, 45.28975799036207, 1.86, 0.406, 11.99
264.39667273, -15.39855727, 0.8037179562706904, 0.8319234016740276, 1.0, 9.638290236239705, 3.54, 0.262, 30.93
264.86619338, 46.00633181, 0.55, 0.647, 1.0, 7.447319739059893, 3.82, -0.179, 6.58
265.62197877, -39.02998302, 0.55, 0.647, 1.0, 27.797132677592884, 2.39, -0.171, 7.03
265.86813797, 4.56730281, 1.0, 0.7667478527031676, 0.5201610703727104, 19.76969640111861, 2.76, 1.168, 39.78
266.4332804, -64.72387151, 1.0, 0.7684261920238887, 0.5237096168014348, 9.036494737223016, 3.61, 1.161, 8.79
266.61469538, 27.72067625, 0.9999999973768253, 0.8804489140429307, 0.7742797935631248, 10.76465213629835, 3.42, 0.75, 119.05
266.89617277, -40.12699753, 1.0, 0.9539566663916029, 0.9781600439792931, 15.995580286146687, 2.99, 0.509, 1.82
266.97316882, 2.70727617, 0.6489303077056002, 0.7222133006404983, 1.0, 7.943282347242816, 3.75, 0.043, 34.42
267.46450837, -37.04330355, 1.0, 0.7610188131088819, 0.5080938920493768, 13.304544179780914, 3.19, 1.192, 25.71
268.38220612, 56.87264281, 1.0, 0.7646017758688002, 0.5156054568300926, 8.090958991783824, 3.73, 1.177, 29.26
269.06325226, 37.25053918, 1.0, 0.7228319017031481, 0.4375054157289739, 7.177942912713619, 3.86, 1.35, 4.87
269.15154113, 51.48889499, 0.9999999999999998, 0.6844012551757721, 0.3729342169781521, 31.915378551007617, 2.24, 1.521, 22.1
269.44119041, 29.24787975, 1.0, 0.8274689972620479, 0.6490522052434622, 8.317637711026709, 3.7, 0.935, 24.12
269.75663119, -9.77363197, 1.0, 0.8143072123173956, 0.6175731030801793, 11.803206356517299, 3.32, 0.987, 21.35
270.16131566, 2.93156761, 0.6402359892182861, 0.7150153431271176, 1.0, 6.729766562843177, 3.93, 0.029, 2.3
271.45202872, -30.42409129, 1.0, 0.8158495059418054, 0.6212327269340551, 16.14358556826486, 2.98, 0.981, 33.94
271.65779638, -50.09147713, 0.5633319207204562, 0.6572604262598862, 0.9999999999999998, 8.709635899560807, 3.65, -0.101, 3.22
271.83743427, 9.56384719, 0.7267681883484481, 0.778146684528455, 1.0, 8.241381150130023, 3.71, 0.159, 39.4
271.88562777, 28.7624885, 0.6109984885439792, 0.6935840083766998, 0.9999999999999991, 7.311390834834176, 3.84, -0.018, 9.39
273.44087411, -21.05883369, 0.7528194072891768, 0.7968775092214363, 0.9999999999491528, 7.311390834834176, 3.84, 0.195, 0.11
274.40681271, -36.76168598, 0.9999999999999998, 0.6711364567944068, 0.35203413525634425, 14.454397707459272, 3.1, 1.582, 21.87
275.24850731, -29.82810326, 0.9999999999999999, 0.7156520894396043, 0.42490534583294814, 20.511621788255646, 2.72, 1.38, 10.67
275.26409444, 72.73284302, 0.9979779106746358, 0.9576966585898212, 0.9950032282401157, 9.549925860214362, 3.55, 0.489, 124.11
275.32750318, -2.89882514, 0.9999999999992895, 0.8258553877970563, 0.6453886785719681, 12.823305826560219, 3.23, 0.941, 52.81
275.92453998, 21.76975206, 1.0, 0.7667478527031676, 0.5201610703727104, 7.244359600749901, 3.85, 1.168, 25.4
276.04299301, -34.38461611, 0.6031089161250801, 0.6873938803825439, 1.0, 48.30588020397726, 1.79, -0.031, 22.55
276.74340114, -45.96845881, 0.55, 0.647, 1.0, 10.092528860766844, 3.49, -0.179, 13.08
276.99266896, -25.42170011, 0.9999999999999312, 0.8040587177989078, 0.5949671550919235, 18.706821403658008, 2.82, 1.025, 42.2
278.80177781, -8.24407292, 0.9999999999999999, 0.730819612345568, 0.4518445484747775, 7.244359600749901, 3.85, 1.317, 18.72
279.23473511, 38.7836918, 0.6209670220525648, 0.7011410587032723, 1.0, 244.34305526939713, 0.03, -0.001, 128.93
281.41411035, -26.99077831, 0.5602307040307761, 0.6546967348233056, 0.9999999999999999, 13.551894123510364, 3.17, -0.107, 14.14
282.51997782, 33.36266704, 0.6234330139783119, 0.7028646828748496, 1.0, 9.817479430199844, 3.52, 0.003, 3.7
283.81635716, -26.29672225, 0.55, 0.647, 1.0, 38.018939632056124, 2.05, -0.134, 14.54
284.43250651, -21.1066543, 0.9999999999999989, 0.7708525204438527, 0.5287604939805054, 9.817479430199844, 3.52, 1.151, 8.76
284.73592771, 32.68955742, 0.5927669341064583, 0.6795613960429274, 0.9999999999999998, 12.589254117941675, 3.25, -0.049, 5.14
285.65297476, -29.88010539, 0.6612638089128466, 0.7304513601867125, 0.9999999999998891, 22.908676527677724, 2.6, 0.062, 36.61
286.1707572, -21.74149568, 1.0, 0.807637035482427, 0.6024937962701483, 7.870457896950989, 3.76, 1.012, 23.49
286.35253418, 13.86347817, 0.6304949110505851, 0.7077160029521486, 0.9999999999999887, 15.995580286146687, 2.99, 0.014, 39.18
286.56224338, -4.88255421, 0.5661830333289399, 0.6593704371892645, 0.9999999999999998, 10.665961212302578, 3.43, -0.096, 26.05
286.7350369, -27.67042304, 1.0, 0.7665089560784737, 0.5196541330242732, 11.803206356517299, 3.32, 1.169, 27.09
287.44097099, -21.02361486, 0.9001845821207279, 0.8954464719743006, 0.9999996401638771, 17.701089583174213, 2.88, 0.377, 7.41
288.13875006, 67.66154129, 1.0, 0.8135262680313727, 0.6157430463384452, 14.859356422870075, 3.07, 0.99, 32.54
289.27570325, 53.36845943, 0.9999999999986688, 0.8235417596500335, 0.6399420782220362, 7.58577575029184, 3.8, 0.95, 26.48
290.41816155, -17.84719749, 0.777907637828187, 0.8133815688900665, 0.9999999939462675, 6.792036326171846, 3.92, 0.228, 26.79
290.65955207, -44.45896465, 0.5726162405458924, 0.6637745136371951, 0.9999999999999999, 6.546361740672751, 3.96, -0.085, 8.62
290.97156872, -40.61593993, 0.5612376111617554, 0.6555544119753435, 0.9999999999999999, 6.546361740672751, 3.96, -0.105, 19.2
291.3745854, 3.1147753, 0.8504524401577425, 0.8629883371105416, 1.0, 11.37627285823431, 3.36, 0.319, 65.05
292.42649598, 51.72977887, 0.7189126514060692, 0.7726445270552437, 1.0, 7.870457896950989, 3.76, 0.148, 26.63
292.68033578, 27.95968112, 1.0, 0.7869054755731487, 0.5608163630412618, 15.135612484362087, 3.05, 1.088, 8.46
296.24365768, 45.13080969, 0.6203596068031649, 0.7007099427758605, 1.0, 18.03017740859569, 2.86, -0.002, 19.07
296.56491454, 10.6132612, 1.0, 0.6875070602799133, 0.37795501209218746, 20.511621788255646, 2.72, 1.507, 7.08
296.84692668, 18.5342861, 1.0, 0.7317752548217933, 0.4535887563743598, 8.472274141405963, 3.68, 1.313, 7.28
297.0431338, 70.26793017, 0.9999999999891956, 0.8409699649220923, 0.6789861556387381, 7.311390834834176, 3.84, 0.888, 22.4
297.69582916, 8.86832198, 0.7725918787536391, 0.809725659623791, 1.0, 124.73835142429432, 0.76, 0.221, 194.44
298.11819944, 1.00566053, 0.9999993263553858, 0.9151808839948417, 0.8696257972441872, 7.11213513653329, 3.87, 0.63, 2.78
298.82830569, 6.40676346, 1.0, 0.850041031560852, 0.7006734334405894, 8.241381150130023, 3.71, 0.855, 72.95
299.0765497, 35.08342371, 0.999999999999987, 0.8057167126318809, 0.5984043906085594, 6.982324040771713, 3.89, 1.019, 23.4
299.68928113, 19.49214775, 1.0, 0.6734608684866421, 0.355611650590752, 9.908319448927678, 3.51, 1.571, 11.9
300.14813841, -72.91050366, 0.6024975794792392, 0.6869212085221471, 1.0, 6.486344335482383, 3.97, -0.032, 30.73
302.18170154, -66.18206819, 0.99999999760012, 0.8801520412053349, 0.7735431405857054, 9.549925860214362, 3.55, 0.751, 163.73
302.82618951, -0.82146099, 0.5828514065374232, 0.6720418166415029, 0.9999999999999999, 12.705741052085413, 3.24, -0.066, 11.36
303.40794272, 46.74132872, 1.0, 0.7418753881255674, 0.4722686046882922, 7.58577575029184, 3.8, 1.27, 2.41
303.86800672, 47.71420822, 0.9999999999999999, 0.6996841025485965, 0.3978261413259562, 6.546361740672751, 3.96, 1.451, 2.94
304.51356413, -12.54485184, 0.9999999999844492, 0.8423293907638704, 0.6822857934035792, 9.289663867799362, 3.58, 0.883, 30.01
305.25281519, -14.78136716, 1.0, 0.8680530758054753, 0.7455911674743451, 15.135612484362087, 3.05, 0.79, 9.48
305.5570912, 40.25667924, 0.9999999880713972, 0.9026231175090851, 0.8339982622391549, 32.210687912834345, 2.23, 0.673, 2.14
306.41190763, -56.7350901, 0.554166522145391, 0.6498850362973907, 1.0, 42.072662838444415, 1.94, -0.118, 17.8
309.38725441, 14.59508707, 0.9429587566698645, 0.9240063563568824, 1.0, 8.790225168308842, 3.64, 0.425, 33.49
309.39179996, -47.2915018, 1.0, 0.8114151545039077, 0.6108779009454361, 14.321878992735439, 3.11, 0.998, 32.21
309.90953078, 15.91207193, 0.5880717133449523, 0.6761358449559103, 0.9999999999999998, 7.7983011052325875, 3.77, -0.057, 13.55
310.35797809, 45.280338, 0.6803445778994631, 0.7452189234035742, 0.9999999999957265, 79.43282347242814, 1.25, 0.092, 1.01
311.23955989, -66.20321257, 0.7296777183044757, 0.7801935089321891, 1.0, 10.76465213629835, 3.42, 0.163, 23.71
311.32239594, 61.83878197, 1.0, 0.8341117108368389, 0.6634208495777248, 10.864256236170656, 3.41, 0.912, 69.73
311.55284473, 33.9702561, 0.9999999999999644, 0.8051650644842565, 0.5972518918465288, 25.58585886905645, 2.48, 1.021, 45.26
311.91896433, -9.49577573, 0.621578104946204, 0.7015718051103995, 1.0, 7.726805850957025, 3.78, 0.0, 14.21
313.70251293, -58.45415486, 0.9999999999999999, 0.7466847417103628, 0.48105532986636707, 8.550667128846834, 3.67, 1.25, 5.41
314.29340932, 41.16713558, 0.6389744661274892, 0.7139793561310624, 0.9999999999999994, 6.668067692136222, 3.94, 0.027, 9.17
316.23276153, 43.92785207, 1.0, 0.6655262254719249, 0.34347338798022914, 8.165823713585922, 3.72, 1.609, 2.77
318.2341091, 30.22691571, 1.0, 0.8135262680313727, 0.6157430463384452, 13.061708881318419, 3.21, 0.99, 21.62
318.69788169, 38.045317, 0.9141135453115116, 0.9050561132795171, 1.0, 8.01678063387679, 3.74, 0.393, 47.8
318.9559653, 5.24784463, 1.0, 0.9402068436335366, 0.9405731966184739, 6.792036326171846, 3.92, 0.549, 17.51
319.64488119, 62.58557261, 0.799861497077542, 0.8292020199252216, 1.0, 26.302679918953814, 2.45, 0.257, 66.84
321.66677526, -22.41133249, 1.0, 0.8103455575074436, 0.6084608655828139, 7.7983011052325875, 3.77, 1.002, 8.19
322.16498797, 70.56071603, 0.55, 0.647, 1.0, 12.823305826560219, 3.23, -0.201, 5.48
322.88972517, -5.57117221, 1.0, 0.8577804889433068, 0.7184529381662851, 17.378008287493753, 2.9, 0.828, 5.33
323.49521858, 45.59183746, 0.9999999999861902, 0.8417871939608073, 0.6809648377508352, 6.4268771731701975, 3.98, 0.885, 26.2
325.02273477, -16.6623077, 0.8512585734261923, 0.8635314842807416, 1.0, 8.394599865193975, 3.69, 0.32, 23.48
325.36935979, -77.39004641, 1.0, 0.8087258764900832, 0.6048653929813625, 8.090958991783824, 3.73, 1.008, 47.22
326.04649214, 9.87501126, 1.0, 0.6846233632576635, 0.3732923190773849, 28.05433637951713, 2.38, 1.52, 4.85
326.76018807, -16.12728595, 0.7419421587385426, 0.7891027429821985, 0.9999999992782914, 18.197008586099834, 2.85, 0.18, 84.58
328.48218523, -37.36485231, 0.5731788872472738, 0.6641635108357333, 1.0, 15.848931924611133, 3.0, -0.084, 16.07
331.4459822, -0.3198507, 0.9999999999995218, 0.8188505669944907, 0.6285070764530004, 16.595869074375607, 2.95, 0.969, 4.3
331.75277532, 25.34511155, 0.9521475312857779, 0.9300949481871846, 0.9999976450583505, 7.7983011052325875, 3.77, 0.435, 85.06
332.0582728, -46.96097543, 0.5806929886582595, 0.6701663501512333, 1.0, 51.0504999975406, 1.73, -0.07, 32.16
332.54993837, 6.19786491, 0.6762704408541387, 0.7426072987995888, 0.9999999999984129, 9.817479430199844, 3.52, 0.086, 33.77
332.71365289, 58.20126083, 0.9999999999999999, 0.676251779736864, 0.3599562425793393, 11.066237839776663, 3.39, 1.558, 4.49
334.62539235, -60.25958759, 1.0, 0.7133160610567796, 0.42085691560233524, 17.864875748520507, 2.87, 1.39, 16.42
335.41406405, -1.38733152, 0.5880717133449523, 0.6761358449559103, 0.9999999999999998, 7.177942912713619, 3.86, -0.057, 20.67
337.20796732, -0.01997197, 0.9256083200791011, 0.9125803537285082, 0.9999875810202221, 8.709635899560807, 3.65, 0.406, 31.53
337.3173945, -43.49556461, 0.999999999999955, 0.8048888291797739, 0.5966782391338055, 6.486344335482383, 3.97, 1.022, 11.03
337.82292092, 50.28249144, 0.641483935589693, 0.7160651407721269, 1.0, 7.870457896950989, 3.76, 0.031, 31.86
340.3655033, 10.83136442, 0.5720491898863869, 0.6633864398644201, 1.0, 10.864256236170656, 3.41, -0.086, 15.64
340.66687781, -46.8845769, 0.9999999999999999, 0.6653200423180559, 0.3431590606041832, 37.32501577957206, 2.07, 1.61, 19.17
340.75057261, 30.2212452, 1.0, 0.8509054533900827, 0.7026173431999827, 16.90440931643264, 2.93, 0.852, 15.18
341.63282775, 23.56565397, 1.0, 0.7916773953198879, 0.5703847498666226, 6.486344335482383, 3.97, 1.07, 8.26
342.13874318, -51.31686379, 0.6742990657562967, 0.7412210119930696, 0.9999999999998186, 10.092528860766844, 3.49, 0.083, 25.16
342.42006922, 66.2004077, 0.9999999999999645, 0.7962970456536003, 0.5795232616742892, 10.0, 3.5, 1.053, 28.27
342.50080334, 24.60157928, 1.0, 0.8280219798431151, 0.6502808849174285, 9.908319448927678, 3.51, 0.933, 27.95
343.15364976, -7.57959928, 0.9999999999999998, 0.6620264766212538, 0.3381227337245559, 8.090958991783824, 3.73, 1.626, 8.33
343.66255214, -15.82082024, 0.6637681649453165, 0.7323998815954074, 1.0, 12.359474334445107, 3.27, 0.066, 20.44
344.41269372, -29.62223615, 0.7168424019945149, 0.7711787366696204, 0.9999999999749649, 85.50667128846833, 1.17, 0.145, 130.08
345.48026764, 42.32597924, 0.5644466839058004, 0.6581089910554506, 0.9999999999999998, 8.953647655495937, 3.62, -0.099, 4.71
345.94357301, 28.08278909, 1.0, 0.656039019791889, 0.3288463014360506, 26.54605561975539, 2.44, 1.655, 16.37
346.19022409, 15.20526442, 0.6203596068031649, 0.7007099427758605, 1.0, 25.35128630497907, 2.49, -0.002, 23.36
347.36165473, -21.1724096, 1.0, 0.7586003190315136, 0.5031885071807916, 8.472274141405963, 3.68, 1.202, 13.96
347.58974022, -45.24671132, 1.0, 0.8114151545039077, 0.6108779009454361, 7.046930689671471, 3.88, 0.998, 17.63
349.29140788, 3.28228889, 1.0, 0.832930525855621, 0.6608837497469099, 8.317637711026709, 3.7, 0.916, 24.92
349.3573889, -58.23573417, 0.9292128008982401, 0.9148894796700971, 0.9999877701849291, 6.367955209079157, 3.99, 0.41, 45.4
350.74261152, -20.10058008, 1.0, 0.7884845240293719, 0.5639886015488397, 6.546361740672751, 3.96, 1.082, 20.14
354.39101047, 46.45815183, 1.0, 0.8150817478971674, 0.6194035800151683, 7.516228940182055, 3.81, 0.984, 38.74
354.83687081, 77.63227593, 0.9999999999999065, 0.802393933484192, 0.5915856444864316, 13.061708881318419, 3.21, 1.031, 72.5
